,ÀÏ·Ã¹øÈ£,Ç°¹ø,½ÃÇèÀÏÀÚ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,ºÒÇÕ°Ý Ç×¸ñ,ÆÇÁ¤,LOT ¹øÈ£,ÇÕ°Ý¿©ºÎ,»ý»ê³â¿ù,½ÃÇè³â¿ù,¿î¿ë¿ù
233,SG 09 A932 00,81046010,2023.9.6,2.108 ,2.008 ,1800.000 ,560.000 ,530.000 ,2400.000 ,6000.000 ,550.000 ,3.529 ,98.226 ,1.836 ,2.446 ,2.578 ,2.412 ,0.000 ,0.000 ,2.485 ,4.999 ,14.978 ,-15.234 ,9.536 ,-0.070 ,-2.033 ,0.112 ,-9.326 ,-0.273 ,20.0,"ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ºÒÇÕ°Ý,0907,2309,170.0
234,SG 09 A933 00,81046010,2023.9.7,2.103 ,2.056 ,1800.000 ,580.000 ,530.000 ,2300.000 ,5600.000 ,550.000 ,3.052 ,100.916 ,1.826 ,2.515 ,2.568 ,2.373 ,0.000 ,0.039 ,2.485 ,4.999 ,14.960 ,-14.777 ,9.921 ,0.045 ,20.525 ,0.543 ,9.758 ,0.143 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2309,170.0
235,SG 09 A934 00,81046010,2023.8.30,2.066 ,2.055 ,1700.000 ,550.000 ,500.000 ,2200.000 ,5500.000 ,540.000 ,3.049 ,100.911 ,1.812 ,2.461 ,2.529 ,2.427 ,0.000 ,0.000 ,2.480 ,4.993 ,15.015 ,-14.777 ,9.603 ,-0.004 ,20.544 ,0.208 ,9.626 ,0.073 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2308,169.0
236,SG 09 A937 00,81046010,2023.9.6,2.064 ,2.044 ,1800.000 ,560.000 ,530.000 ,2350.000 ,5500.000 ,550.000 ,3.060 ,100.864 ,1.787 ,2.451 ,2.515 ,2.441 ,0.000 ,0.000 ,2.485 ,4.987 ,14.978 ,-14.795 ,10.023 ,0.079 ,20.833 ,0.570 ,9.881 ,0.149 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2309,170.0
237,SG 09 A939 00,81046010,2023.9.5,2.181 ,2.048 ,1900.000 ,560.000 ,530.000 ,2400.000 ,6000.000 ,550.000 ,3.069 ,100.690 ,1.846 ,2.437 ,2.534 ,2.495 ,0.000 ,0.000 ,2.490 ,4.987 ,14.941 ,-14.777 ,9.500 ,0.647 ,20.427 ,1.529 ,9.491 ,0.732 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2309,170.0
238,SG 09 A987 00,81046010,2023.9.5,4.200 ,2.021 ,1800.000 ,560.000 ,510.000 ,2400.000 ,5600.000 ,540.000 ,3.502 ,99.474 ,1.802 ,2.432 ,2.485 ,2.490 ,0.000 ,0.005 ,2.480 ,4.980 ,14.978 ,-14.795 ,6.456 ,-1.359 ,-2.196 ,0.013 ,,,,"½ºÄûºê, ±âº»¼º´É(°­Á¦¼¼Â÷), ÃÖ´ëÃßÀû·ü",ºÒÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ºÒÇÕ°Ý,0908,2309,169.0
239,SG 09 A988 00,81046010,2023.9.5,2.050 ,2.014 ,1800.000 ,550.000 ,530.000 ,2400.000 ,5500.000 ,550.000 ,3.069 ,101.005 ,1.782 ,2.427 ,2.554 ,2.446 ,0.000 ,0.029 ,2.480 ,4.999 ,14.978 ,-14.722 ,10.038 ,0.539 ,20.907 ,1.420 ,9.851 ,0.636 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2309,169.0
240,SG 09 A989 00,81046010,2023.9.7,2.046 ,2.050 ,1800.000 ,560.000 ,530.000 ,2400.000 ,5800.000 ,550.000 ,3.069 ,100.787 ,1.802 ,2.446 ,2.598 ,2.432 ,0.000 ,0.000 ,2.485 ,5.011 ,14.923 ,-14.758 ,9.729 ,0.031 ,20.398 ,0.331 ,9.632 ,0.149 ,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2309,169.0
241,SG 09 A990 00,81046010,2023.9.5,1.900 ,2.039 ,1800.000 ,560.000 ,510.000 ,2400.000 ,5500.000 ,550.000 ,3.069 ,,,,,,,,,,,,,,,,,,,±âº»¼º´É(À¯µµÁ¦¾îÀåÄ¡),ºÒÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ºÒÇÕ°Ý,0908,2309,169.0
242,SG 09 A991 00,81046010,2023.9.6,2.049 ,2.030 ,1900.000 ,560.000 ,530.000 ,2300.000 ,5500.000 ,550.000 ,4.029 ,97.661 ,1.826 ,2.437 ,2.510 ,2.456 ,0.000 ,0.000 ,2.480 ,4.993 ,14.960 ,-14.905 ,10.507 ,-2.588 ,,,,,20.0,±âº»¼º´É(°­Á¦¼¼Â÷),ºÒÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ºÒÇÕ°Ý,0908,2309,169.0
243,SG 09 A992 00,81046010,2023.9.7,2.000 ,2.065 ,1800.000 ,560.000 ,530.000 ,2350.000 ,5500.000 ,550.000 ,3.032 ,100.792 ,1.802 ,2.427 ,2.544 ,2.354 ,0.000 ,0.000 ,2.485 ,5.005 ,14.978 ,-14.813 ,9.976 ,0.099 ,20.918 ,0.876 ,9.860 ,0.228 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2309,169.0
244,SG 09 A993 00,81046010,2023.9.6,2.012 ,2.041 ,1700.000 ,550.000 ,510.000 ,2400.000 ,5500.000 ,540.000 ,3.053 ,100.717 ,1.821 ,2.441 ,2.544 ,2.437 ,0.000 ,0.000 ,2.485 ,5.005 ,14.978 ,-14.795 ,9.936 ,0.043 ,20.915 ,0.717 ,9.718 ,0.148 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2309,169.0
245,SG 09 A994 00,81046010,2023.9.6,2.049 ,2.009 ,1800.000 ,550.000 ,510.000 ,2200.000 ,5500.000 ,530.000 ,3.052 ,100.817 ,1.797 ,2.466 ,2.495 ,2.476 ,0.000 ,0.029 ,2.480 ,5.005 ,14.978 ,-14.795 ,9.318 ,-0.010 ,-2.297 ,0.293 ,-8.845 ,0.150 ,21.0,"ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ºÒÇÕ°Ý,0908,2309,169.0
246,SG 09 A995 00,81046010,2023.9.7,2.000 ,2.019 ,1800.000 ,560.000 ,510.000 ,2300.000 ,5500.000 ,530.000 ,3.069 ,101.029 ,1.807 ,2.461 ,2.505 ,2.441 ,0.000 ,0.000 ,2.485 ,5.011 ,14.941 ,-14.758 ,9.869 ,0.050 ,-3.408 ,0.158 ,9.904 ,0.132 ,21.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ºÒÇÕ°Ý,0908,2309,169.0
247,SG 09 A997 00,81046010,2023.9.7,2.029 ,2.030 ,1800.000 ,550.000 ,510.000 ,2400.000 ,6000.000 ,530.000 ,3.069 ,100.719 ,1.802 ,2.446 ,2.505 ,2.451 ,0.000 ,0.000 ,2.480 ,5.005 ,14.978 ,-14.795 ,9.759 ,0.040 ,-3.426 ,0.315 ,9.545 ,0.095 ,21.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ºÒÇÕ°Ý,0908,2309,169.0
248,SG 08 A790 00,81040050,2023-03-15,2.088,2.022,1800,550,510,2200,5100,540,3.061,100.442,1.816,2.476,2.505,2.48,0,0,2.49,5.005,14.941,-14.868,9.966,-0.021,20.847,0.357,9.813,0.056,,"±âº»¼º´É, ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø08Å¸056-023°¡,ºÒÇÕ°Ý,0812,2308,176.0
249,SG 09 A816 00,81046010,2024-03-21,2.093 ,2.005 ,1800.000,550.000,530.000,2300.000,5500.000,550.000,3.069 ,100.860,1.826,2.480,2.559,2.451,0.000,0.000,2.490,4.987,14.960,-14.795,9.899,0.012,20.293,0.673,9.857,0.145,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09³ª056-024°¡,ÇÕ°Ý,0902,2403,181.0
250,SG 09 A817 00,81046010,2024-03-21,2.094,2.047,1800.000,550.000,500.000,2300.000,5400.000,550.000,3.069,100.516,1.807,2.412,2.539,2.422,0.000,0.000,2.485,4.999,14.996,-14.850,9.660,0.037,20.240,0.394,9.631,0.166,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09³ª056-024°¡,ÇÕ°Ý,0902,2403,181.0
251,SG 09 A894 00,81046010,2024-03-22,2.063,2.017,1800.000,550.000,500.000,2300.000,5500.000,500.000,3.690,99.616,1.851,2.461,2.480,2.480,0.000,0.000,2.485,4.980,14.960,-14.667,9.858,0.117,-3.507,-0.134,9.615,0.110,20.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ºÒÇÕ°Ý,0906,2403,177.0
252,SG 09 A946 00,81046010,2024-03-22,2.101,2.020,1800.000,550.000,500.000,2300.000,5500.000,540.000,3.030,100.762,1.826,2.393,2.520,2.427,0.000,0.000,2.490,4.993,14.941,-14.795,9.927,0.015,20.369,0.519,9.688,0.133,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2403,176.0
253,SG 09 A947 00,81046010,2024-03-25,2.037,2.017,1800.000,580.000,540.000,2400.000,5800.000,550.000,3.070,100.549,1.831,2.349,2.534,2.402,0.000,0.000,2.485,4.987,14.960,-14.795,10.048,0.006,20.642,0.359,9.844,0.113,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2403,176.0
254,SG 09 B028 00,81046010,2024-03-22,2.073,2.066,1800.000,550.000,500.000,2300.000,5500.000,540.000,3.021,100.970,1.816,2.456,2.510,2.471,0.000,0.000,2.490,4.993,14.978,-14.777,9.710,0.092,20.496,0.747,9.707,0.206,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ÇÕ°Ý,0909,2403,174.0
255,SG 09 B029 00,81046010,2024-03-22,2.233,2.052,1800.000,550.000,510.000,2400.000,5200.000,520.000,3.022,100.736,1.812,2.490,2.583,2.437,0.000,0.044,2.490,4.987,14.960,-14.813,9.744,0.024,20.488,0.306,9.722,0.123,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ÇÕ°Ý,0909,2403,174.0
256,SG 09 B031 00,81046010,2024-03-21,2.000,2.067,1800.000,550.000,500.000,2300.000,5500.000,540.000,3.290,100.599,1.821,2.529,2.524,2.432,0.000,0.000,2.480,4.980,14.960,-14.722,9.815,0.065,-3.297,0.069,9.590,0.138,20.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ºÒÇÕ°Ý,0909,2403,174.0
257,SG 09 B033 00,81046010,2024-03-20,2.000,2.029,1800.000,550.000,510.000,2400.000,5500.000,520.000,3.051,-99.990,2.480,2.490,2.432,2.529,0.000,0.000,2.485,4.993,14.960,-14.740,,,-0.194,-0.206,,,,"±âº»¼º´É(À¯µµÁ¦¾îÀåÄ¡, ¾Æ³¯·Î±×, °­Á¦¼¼Â÷), ÃÖ´ëÃßÀû·ü",ºÒÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ºÒÇÕ°Ý,0909,2403,174.0
258,SG 09 B034 00,81046010,2024-03-21,2.078,2.037,1800.000,550.000,500.000,2300.000,5500.000,530.000,3.039,99.291,1.831,2.349,2.593,2.417,0.000,0.000,2.485,4.987,14.960,-15.216,10.090,0.068,20.681,0.383,9.902,0.139,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ÇÕ°Ý,0909,2403,174.0
259,SG 09 B039 00,81046010,2024-03-22,2.240,2.034,1800.000,550.000,520.000,2300.000,5200.000,550.000,3.022,100.308,1.753,2.456,2.588,2.446,0.000,0.005,2.490,4.993,14.960,-14.905,7.778,-2.308,,,,,21.0,±âº»¼º´É(°­Á¦¼¼Â÷),ºÒÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ºÒÇÕ°Ý,0909,2403,174.0
260,SG 09 B040 00,81046010,2024-03-20,2.047,2.029,1800.000,550.000,540.000,2400.000,5600.000,550.000,3.061,100.660,1.807,2.461,2.534,2.422,0.000,0.000,2.485,4.987,14.941,-14.832,9.865,0.063,20.477,0.499,9.830,0.173,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ÇÕ°Ý,0909,2403,174.0
261,SG 09 B041 00,81046010,2024-03-21,2.058,2.026,1800.000,550.000,530.000,2200.000,5000.000,550.000,3.069,100.686,1.812,2.407,2.529,2.451,0.000,0.000,2.480,4.999,14.941,-14.758,9.925,0.047,20.701,0.715,9.848,0.147,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ÇÕ°Ý,0909,2403,174.0
262,SG 09 B042 00,81046010,2024-03-25,2.000,2.031,1800.000,580.000,550.000,2400.000,5700.000,560.000,3.061,100.332,1.826,2.456,2.549,2.437,0.000,0.000,2.490,4.987,14.905,-14.996,9.857,-0.039,20.384,0.373,9.646,0.095,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ÇÕ°Ý,0909,2403,174.0
263,SG 09 B043 00,81046010,2024-03-25,1.998,2.082,1800.000,580.000,550.000,2400.000,5800.000,550.000,3.061,100.330,1.802,2.451,2.544,2.441,0.000,0.000,2.485,4.987,14.941,-14.868,9.990,-0.006,20.550,0.312,9.823,0.118,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ÇÕ°Ý,0909,2403,174.0
264,SG 09 B044 00,81046010,2024-03-21,2.154,2.046,1800.000,550.000,500.000,2300.000,5500.000,540.000,3.059,100.474,1.831,2.383,2.505,2.461,0.000,0.000,2.490,4.987,14.905,-14.850,9.743,0.077,20.302,0.566,9.703,0.236,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ÇÕ°Ý,0909,2403,174.0
265,SG 09 B045 00,81046010,2024-03-20,2.132,2.081,1800.000,550.000,510.000,2400.000,5200.000,520.000,3.069,100.586,1.777,2.471,2.549,2.451,0.000,0.024,2.485,4.993,14.923,-14.813,10.129,0.005,20.861,0.376,9.927,0.094,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ÇÕ°Ý,0909,2403,174.0
266,SG 09 B046 00,81046010,2024-03-21,2.023,2.025,1800.000,550.000,500.000,2200.000,5500.000,550.000,3.044,100.629,1.831,2.407,2.559,2.383,0.000,0.000,2.490,4.993,14.960,-14.813,9.624,0.056,20.297,0.679,9.614,0.228,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ÇÕ°Ý,0909,2403,174.0
267,SG 10 B210 00,81046010,2024-03-20,2.104,2.034,1800.000,550.000,520.000,2400.000,5500.000,550.000,3.069,100.807,1.816,2.383,2.573,2.446,0.000,0.000,2.495,4.987,14.960,-14.758,10.133,0.036,21.092,0.393,9.925,0.106,21.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2403,166.0
268,SG 10 B220 00,81046010,2024-03-22,1.900,2.046,1800.000,550.000,500.000,2300.000,5000.000,550.000,3.002,100.507,1.821,2.471,2.588,2.422,0.000,0.000,2.495,4.993,14.960,-14.813,10.139,-0.016,20.749,0.501,9.917,0.085,21.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2403,166.0
269,SG 09 B030 00,81046010,2024-05-08,2.047,2.001,1800.000,550.000,530.000,2000.000,4800.000,540.000,3.060,100.966,1.826,2.422,2.520,2.402,0.000,0.005,2.485,4.987,14.941,-14.758,9.837,0.050,20.335,0.553,9.630,0.197,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ÇÕ°Ý,0909,2405,176.0
270,SG 10 B184 00,81046010,2024-05-08,2.060,2.032,1800.000,560.000,550.000,2300.000,5500.000,550.000,3.069,99.550,1.812,2.397,2.534,2.480,0.000,0.000,2.495,4.980,14.978,-14.832,10.147,0.015,21.024,0.393,9.968,0.112,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2405,168.0
271,SG 10 B196 00,81046010,2024-05-08,2.043,2.020,1800.000,560.000,550.000,2400.000,5500.000,550.000,3.309,98.032,1.836,2.437,2.554,2.461,0.000,0.000,2.490,4.987,14.886,-15.143,9.763,0.039,20.407,0.381,9.684,0.101,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2405,168.0
272,SG 10 B221 00,81046010,2024-05-08,2.017,2.031,1800.000,560.000,550.000,2300.000,5500.000,550.000,3.069,100.694,1.807,2.441,2.529,2.451,0.000,0.000,2.490,4.987,14.960,-14.795,9.713,0.015,20.003,0.568,9.512,0.163,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¹Ù056-037°¡,ÇÕ°Ý,1006,2405,167.0
273,SG 10 B222 00,81046010,2024-05-03,2.057,2.066,1800.000,560.000,550.000,2300.000,5500.000,550.000,2.947,100.982,1.797,2.456,2.588,2.412,0.000,0.000,2.495,4.993,14.996,-14.777,9.980,-0.025,20.496,0.431,9.799,0.069,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¹Ù056-037°¡,ÇÕ°Ý,1006,2405,167.0
274,SG 10 B223 00,81046010,2024-05-08,2.000,2.047,1800.000,550.000,550.000,2300.000,5500.000,550.000,3.069,99.258,1.846,2.446,2.515,2.466,0.000,0.000,2.490,4.980,14.978,-15.234,9.694,-0.005,19.864,0.554,9.554,0.135,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¹Ù056-037°¡,ÇÕ°Ý,1006,2405,167.0
275,SG 10 B232 00,81046010,2024-05-02,2.071,2.014,1800.000,550.000,550.000,2400.000,5500.000,550.000,2.954,99.438,1.816,2.461,2.554,2.461,0.000,0.015,2.490,4.962,14.960,-15.125,9.847,0.018,-13.194,-0.426,9.676,0.122,20.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø10¹Ù056-037°¡,ºÒÇÕ°Ý,1006,2405,167.0
276,SG 10 B234 00,81046010,2024-05-03,2.077,2.035,1800.000,560.000,550.000,2400.000,5500.000,560.000,2.946,100.721,1.792,2.456,2.563,2.427,0.000,0.000,2.490,4.987,14.996,-14.813,10.214,0.018,20.877,0.411,10.031,0.080,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¹Ù056-037°¡,ÇÕ°Ý,1006,2405,167.0
277,SG 10 B236 00,81046010,2024-05-07,2.045,2.046,1800.000,560.000,540.000,2400.000,5500.000,570.000,3.042,100.950,1.802,2.427,2.524,2.446,0.000,0.039,2.495,4.993,14.978,-14.703,9.875,0.015,20.373,0.452,9.693,0.155,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¹Ù056-037°¡,ÇÕ°Ý,1006,2405,167.0
278,SG 19 B238 00,81046010,2024-05-07,2.125,2.090,1750.000,550.000,530.000,2400.000,5500.000,550.000,3.061,100.672,1.802,2.451,2.534,2.422,0.000,0.000,2.490,4.993,14.941,-14.795,10.203,0.004,20.994,0.559,10.000,0.116,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¹Ù056-037°¡,ÇÕ°Ý,1006,2405,167.0
279,SG 10 B239 00,81046010,2024-05-07,2.037,2.019,1800.000,560.000,550.000,2400.000,5500.000,580.000,3.042,99.293,1.826,2.422,2.544,2.441,0.000,0.000,2.490,4.987,14.978,-15.198,9.805,0.048,20.277,0.533,9.700,0.174,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¹Ù056-037°¡,ÇÕ°Ý,1006,2405,167.0
280,SG 10 B255 00,81046010,2024-05-07,2.112,2.042,1800.000,550.000,530.000,2400.000,5500.000,550.000,3.069,100.584,1.797,2.451,2.563,2.451,0.000,0.000,2.490,4.980,15.015,-14.850,10.120,-0.011,20.789,0.339,9.922,0.108,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10»ç056-038°¡,ÇÕ°Ý,1007,2405,166.0
281,SG 10 B260 00,81046010,2024-05-07,2.034,2.029,1800.000,560.000,540.000,2400.000,5800.000,550.000,3.052,101.370,1.807,2.495,2.554,2.437,0.000,0.000,2.485,4.980,15.033,-14.722,10.147,0.010,20.938,0.469,9.969,0.095,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10»ç056-038°¡,ÇÕ°Ý,1007,2405,166.0
282,SG 10 B267 00,81046010,2024-05-14,2.015,2.037,1800.000,560.000,550.000,2300.000,5500.000,550.000,3.070,100.926,1.821,2.461,2.583,2.417,0.000,0.000,2.495,4.987,15.015,-14.813,9.836,0.027,20.546,0.482,9.637,0.154,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2405,165.0
283,SG 10 B268 00,81046010,2024-05-14,2.050,100.799,1800.000,550.000,550.000,2200.000,5000.000,550.000,3.052,99.590,1.826,2.476,2.539,2.446,0.000,0.015,2.490,4.999,15.033,-15.234,9.609,-0.049,19.939,0.396,9.379,0.073,20.0,½ºÄûºê,ºÒÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ºÒÇÕ°Ý,1008,2405,165.0
284,SG 10 B269 00,81046010,2024-05-14,2.017,2.024,1600.000,550.000,520.000,2400.000,5500.000,550.000,3.772,98.154,1.831,2.397,2.583,2.432,0.000,0.000,2.490,4.993,15.033,-14.758,10.043,0.028,20.633,0.210,9.853,0.054,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2405,165.0
285,SG 10 B270 00,81046010,2024-05-14,2.073,2.054,1900.000,560.000,550.000,2300.000,5500.000,550.000,3.532,99.415,1.855,2.520,2.607,2.393,0.000,0.000,2.490,4.993,14.960,-14.795,9.885,0.024,20.205,0.400,9.675,0.044,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2405,165.0
286,SG 10 B271 00,81046010,2024-05-14,1.981,2.035,1800.000,560.000,550.000,2400.000,5500.000,550.000,3.283,98.622,1.821,2.490,2.515,2.480,0.000,0.000,2.495,4.999,14.996,-15.088,9.894,-0.026,-15.065,-0.349,9.721,0.019,20.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ºÒÇÕ°Ý,1008,2405,165.0
287,SG 10 B272 00,81046010,2024-05-14,2.010,2.051,1800.000,550.000,550.000,2200.000,5500.000,550.000,3.059,99.674,1.816,2.471,2.544,2.437,0.000,0.000,2.495,4.993,15.051,-15.216,9.829,-0.011,20.220,0.416,9.629,0.114,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2405,165.0
288,SG 10 B273 00,81046010,2024-05-14,2.011,2.028,1800.000,550.000,550.000,2400.000,5500.000,550.000,3.069,101.059,1.797,2.476,2.593,2.393,0.000,0.015,2.490,4.999,15.015,-14.740,10.136,-0.156,20.726,0.170,9.935,-0.016,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¾Æ056-039°¡,ÇÕ°Ý,1008,2405,165.0
289,SG 09 A996 00,81046010,2024-07-11,2.133,2.020,1800.000,560.000,540.000,2300.000,5500.000,550.000,3.059,100.547,1.826,2.500,2.554,2.441,0.000,0.000,2.485,5.005,14.941,-14.850,9.847,0.056,20.445,0.302,9.711,0.106,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2407,179.0
290,SG 09 A998 00,81046010,2024-07-05,2.052,2.016,1800.000,550.000,530.000,2400.000,5500.000,550.000,3.052,99.957,1.812,2.432,2.568,2.427,0.000,0.000,2.480,5.005,14.960,-14.758,9.735,-0.015,20.664,0.496,9.714,0.082,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2407,179.0
291,SG 09 B032 00,81046010,2024-07-10,2.042,2.015,1800.000,550.000,530.000,2400.000,5500.000,550.000,3.051,100.586,1.812,2.490,2.549,2.393,0.000,0.000,2.485,4.980,14.923,-14.832,9.916,0.051,20.602,0.508,9.759,0.180,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ÇÕ°Ý,0909,2407,178.0
292,SG 10 B137 00,81046010,2024-07-10,2.045,2.068,1800.000,560.000,550.000,2400.000,5500.000,550.000,3.052,100.829,1.792,2.417,2.549,2.437,0.000,0.015,2.485,4.999,14.996,-14.758,10.119,0.083,21.004,0.387,9.946,0.138,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10³ª056-034°¡,ÇÕ°Ý,1002,2407,173.0
293,SG 10 B197 00,81046010,2024-07-04,2.097,2.049,1800.000,550.000,540.000,2200.000,5500.000,550.000,3.042,100.642,1.826,2.466,2.524,2.446,0.000,0.000,2.495,4.987,14.941,-14.832,9.801,0.040,-9.356,-0.262,9.779,0.171,20.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ºÒÇÕ°Ý,1005,2407,170.0
294,SG 19 B198 00,81046010,2024-07-05,2.042,2.051,1800.000,590.000,550.000,2400.000,5500.000,550.000,3.522,98.734,1.846,2.490,2.563,2.441,0.000,0.010,2.495,4.987,15.033,-14.868,9.777,0.026,20.311,0.408,9.652,0.121,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2407,170.0
295,SG 10 B199 00,81046010,2024-07-09,2.034,2.035,1800.000,550.000,550.000,2400.000,5500.000,550.000,3.059,100.822,1.821,2.441,2.534,2.422,0.000,0.000,2.490,4.987,14.886,-14.722,9.590,-0.038,20.235,0.496,9.360,0.155,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2407,170.0
296,SG 10 B200 00,81046010,2024-07-04,2.007,2.114,1800.000,550.000,540.000,2400.000,5500.000,550.000,3.059,100.930,1.836,2.422,2.524,2.432,0.000,0.000,2.495,4.987,14.978,-14.758,9.553,0.026,20.135,0.468,9.518,0.153,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2407,170.0
